pitcher_id,pitcher_name,pitch_type,count,pitch_percent,rhh_percent,lhh_percent,start_speed,max_start_speed,ivb,hb,release_pos_z,release_pos_x,extension,tj_stuff_plus
664079,Tyler Jay,FC,93,0.2085201793721973,0.3068181818181818,0.14444444444444443,87.9451612903226,92.7,5.809677419354837,-1.3634408602150538,5.554038031120981,2.667532393912188,6.044145946996732,95.38209059164451
691951,Sam Aldegheri,CH,18,0.1956521739130435,0.22448979591836735,0.16279069767441862,83.06111111111112,85.5,7.755555555555556,11.450000000000001,5.8918584349486105,1.8548248404718122,5.725662755055314,94.55495435112104
665871,Javier Assad,FC,52,0.2047244094488189,0.15625,0.2872340425531915,88.4326923076923,91.1,7.299999999999999,-4.665384615384615,5.941427049851571,1.5235015185036833,6.492756370932248,102.40009209333354
675919,Nick Raquet,SL,42,0.16535433070866143,0.2064516129032258,0.10101010101010101,84.43809523809523,86.7,-3.5738095238095235,-5.785714285714287,5.816817904682249,1.462169286318434,6.510812805330992,101.2476148156475
681190,Randy Vásquez,SI,43,0.30935251798561153,0.3939393939393939,0.2328767123287671,94.62558139534887,97.7,9.613953488372093,13.234883720930231,5.79711307835412,2.1598913006590332,5.926114861524521,95.88645819673215
676720,Tommy Romero,CU,46,0.06657018813314038,0.025,0.10242587601078167,79.45869565217392,82.1,-6.302173913043478,-5.317391304347826,6.047982555333343,1.3281750936555485,6.792181338254113,95.11792251717984
666277,George Soriano,SL,198,0.28530259365994237,0.33773087071240104,0.2222222222222222,85.2868686868687,89.5,-0.4277777777777778,-6.3626262626262635,5.435948869768995,2.757930349212428,6.193896164014709,105.45474184273981
663767,Chase Shugart,ST,87,0.27531645569620256,0.2974683544303797,0.25316455696202533,81.29080459770117,84.2,-1.3885057471264368,-16.241379310344826,5.482816126896876,2.241538307732787,5.927635242240161,103.25014647790026
815073,Ethan Bosacker,FC,67,0.14725274725274726,0.136986301369863,0.1656441717791411,86.71641791044775,90.3,9.671641791044776,-1.8925373134328363,5.887737548876177,2.181216676813906,6.284915031069418,98.55701376300993
800571,Santiago Suarez,FC,34,0.24285714285714285,0.27358490566037735,0.14705882352941177,87.00588235294116,89.5,6.352941176470587,-2.3000000000000003,5.615682931474581,1.851369143029784,6.860926072142264,100.0107463428952
665178,Randy Labaut,FC,152,0.2378716744913928,0.2125984251968504,0.2751937984496124,84.16907894736843,87.7,1.2657894736842106,-3.5730263157894755,6.007588053936812,1.1439988192882042,6.563044569895307,99.17838576245138
692030,Jose Corniell,CH,27,0.13043478260869565,0.02564102564102564,0.26666666666666666,87.16666666666667,89.4,5.207407407407408,12.21851851851852,5.7099560667399425,1.6223039526317817,6.74782001693895,96.27163637600967
678758,Alfred Vega,FC,10,0.3333333333333333,0.26666666666666666,0.4,87.61,89.1,7.840000000000001,-0.18000000000000002,5.432875857666447,1.4326359186469122,6.138509679242981,91.65126854025094
681751,Lazaro Estrada,SL,458,0.2611174458380844,0.4289340101522843,0.12422360248447205,85.50982532751095,89.1,7.773362445414849,-2.2655021834061153,5.659241348895836,1.0786065971068515,6.077354968107804,99.557590831334
